-50.663967,206.753433,1.764
-50.663967,206.753433,3.528
-50.663967,206.753433,5.292
-50.663967,206.753433,7.056
-50.663967,206.753433,8.820
-50.663967,206.753433,10.584
-50.663967,206.753433,12.348
-50.663967,206.753433,14.112
-50.663807,206.753433,12.208
-50.663586,206.753448,0.180
-50.662865,206.753265,0.865
-50.662640,206.753220,1.075
-50.662701,206.753128,1.031
-50.662865,206.753098,0.867
-50.663040,206.753036,0.667
-50.663200,206.753036,0.477
-50.663322,206.753021,0.318
-50.663410,206.753067,0.196
-50.663479,206.753036,0.109
-50.663517,206.753067,0.052
-50.663544,206.753082,0.017
-50.663567,206.753036,0.004
-50.661598,206.753021,0.650
-50.629158,206.753006,3.093
-50.572350,206.753006,4.388
-50.505486,206.753082,4.833
-50.442089,206.752899,4.450
-50.382420,206.753311,4.299
-50.324753,206.752960,4.174
-50.267746,206.753281,4.159
-50.209141,206.752975,4.325
-50.146416,206.753220,4.666
-50.078815,206.752823,4.951
-50.009373,206.753265,5.002
-49.941074,206.752808,4.862
-49.874802,206.753265,4.770
-49.809155,206.752930,4.728
-49.743290,206.753250,4.782
-49.675098,206.752960,5.007
-49.603470,206.753357,5.207
-49.530891,206.752914,5.207
-49.459984,206.753387,5.034
-49.391460,206.752930,4.918
-49.323849,206.753265,4.858
-49.256256,206.752960,4.897
-49.186783,206.753250,5.066
-49.114796,206.752975,5.242
-49.039757,206.753220,5.502
-48.959812,206.752991,5.906
-48.873226,206.753189,6.420
-48.778778,206.753006,7.013
-48.675491,206.753143,7.680
-48.561897,206.753082,8.459
-48.438141,206.753082,9.158
-48.305382,206.753082,9.797
-48.164104,206.753082,10.410
-48.015518,206.753082,10.849
-47.862526,206.753082,11.169
-47.704697,206.753082,11.536
-47.540886,206.753082,11.997
-47.369972,206.753082,12.523
-47.191292,206.753067,13.091
-47.004433,206.753067,13.686
-46.809135,206.753067,14.299
-46.605225,206.753067,14.923
-46.392590,206.753067,15.556
-46.171124,206.753067,16.196
-45.940739,206.753067,16.840
-45.701397,206.753067,17.488
-45.454044,206.753067,17.980
-45.201534,206.753067,18.407
-44.944870,206.753067,18.544
-44.681393,206.753067,19.276
-44.411686,206.753052,19.530
-44.133541,206.753189,20.340
-43.852043,206.752533,20.164
-43.570499,206.753403,20.394
-43.287739,206.753281,20.677
-42.983715,206.753937,22.547
-42.659668,206.754135,23.701
-42.317303,206.754120,25.148
-41.960133,206.753967,26.033
-41.588417,206.753738,27.207
-41.204441,206.753494,27.946
-40.807980,206.753235,28.948
-40.400620,206.752975,29.614
-39.981979,206.752716,30.510
-39.553192,206.752441,31.144
-39.113850,206.752182,31.971
-38.664772,206.751999,32.598
-38.206436,206.751831,33.235
-37.744007,206.751678,33.342
-37.283024,206.751511,33.137
-36.828636,206.751373,32.535
-36.383606,206.751221,31.835
-35.950207,206.751068,30.900
-35.528271,206.750946,30.181
-35.115841,206.750854,29.450
-34.709881,206.750809,29.142
-34.307228,206.750778,28.898
-33.903538,206.750732,29.135
-33.498013,206.750702,29.130
-33.091579,206.750687,29.320
-32.684624,206.750626,29.200
-32.279209,206.750732,29.191
-31.875525,206.750412,28.989
-31.471556,206.750732,29.165
-31.065672,206.750397,29.262
-30.654890,206.750580,29.758
-30.238235,206.750458,30.120
-29.813999,206.750488,30.773
-29.382330,206.750443,31.244
-28.942217,206.750443,31.940
-28.493935,206.750427,32.474
-28.036747,206.750412,33.183
-27.570950,206.750381,33.760
-27.096039,206.750443,34.463
-26.612278,206.750519,35.070
-26.120197,206.750610,35.617
-25.624527,206.750702,35.724
-25.130981,206.750778,35.444
-24.644423,206.750870,34.849
-24.167875,206.750961,34.066
-23.703348,206.751053,33.149
-23.252140,206.751160,32.153
-22.814472,206.751251,31.179
-22.389175,206.751358,30.334
-21.974695,206.751450,29.549
-21.567902,206.751541,29.157
-21.165226,206.751648,28.865
-20.762131,206.751740,29.068
-20.357033,206.751816,29.131
-19.949677,206.751816,29.371
-19.541004,206.751816,29.418
-19.128435,206.751831,29.850
-18.711081,206.751831,30.140
-18.287094,206.751831,30.733
-17.856371,206.751831,31.159
-17.417700,206.751862,31.823
-16.971239,206.751892,32.331
-16.516140,206.751984,33.024
-16.052643,206.752090,33.587
-15.580176,206.752182,34.282
-15.098979,206.752289,34.880
-14.608698,206.752396,35.566
-14.109518,206.752487,36.188
-13.602070,206.752518,36.720
-13.091014,206.752518,36.835
-12.581062,206.752533,36.707
-12.073652,206.752533,36.502
-11.568664,206.752533,36.359
-11.063714,206.752533,36.419
-10.556276,206.752548,36.634
-10.044603,206.752548,36.967
-9.527509,206.752548,37.378
-9.004132,206.752548,37.850
-8.473846,206.752563,38.364
-7.936182,206.752579,38.910
-7.390792,206.752579,39.478
-6.840098,206.752579,39.629
-6.289955,206.752579,39.632
-5.737552,206.752579,40.200
-5.167254,206.752579,41.521
-4.579978,206.752579,42.667
-3.978140,206.752579,43.682
-3.363422,206.752579,44.590
-2.737033,206.752579,45.417
-2.099875,206.752579,46.180
-1.452636,206.752579,46.894
-0.795847,206.752579,47.570
-0.129921,206.752579,48.217
0.544817,206.752579,48.842
1.228112,206.752579,49.451
1.919766,206.752594,50.046
2.619616,206.752594,50.630
3.327535,206.752594,51.207
4.043422,206.752594,51.776
4.767191,206.752594,52.341
5.498774,206.752594,52.901
6.238110,206.752594,53.457
6.985150,206.752594,54.010
7.739851,206.752594,54.560
8.502173,206.752594,55.107
9.272078,206.752594,55.652
10.049535,206.752594,56.195
10.834511,206.752594,56.735
11.626978,206.752594,57.274
12.426908,206.752594,57.810
13.234270,206.752594,58.344
14.049037,206.752594,58.877
14.866904,206.752594,58.817
15.681425,206.752594,58.664
16.499134,206.752594,59.261
17.329807,206.752594,60.062
18.167568,206.752594,60.405
19.006216,206.752594,60.346
19.841091,206.752594,59.998
20.669300,206.752594,59.466
21.490065,206.752594,58.978
22.305483,206.752594,58.605
23.116951,206.752594,58.358
23.926790,206.752594,58.294
24.737303,206.752609,58.372
25.550034,206.752609,58.552
26.365973,206.752609,58.803
27.185776,206.752609,59.106
28.009960,206.752609,59.445
28.839222,206.752609,59.808
29.673780,206.752609,60.190
30.513744,206.752594,60.585
31.358971,206.752594,60.992
32.209835,206.752594,61.403
33.066444,206.752594,61.789
33.927021,206.752594,61.970
34.786186,206.752594,61.760
35.639816,206.752594,61.308
36.485828,206.752594,60.698
37.323616,206.752594,60.149
38.155315,206.752594,59.726
38.982170,206.752579,59.439
39.806122,206.752579,59.200
40.625355,206.752640,58.783
41.438499,206.752731,58.380
42.246830,206.752823,58.059
43.051392,206.752930,57.845
43.854675,206.753006,57.796
44.658710,206.753113,57.880
45.464848,206.753204,58.059
46.273800,206.753296,58.304
47.086460,206.753403,58.595
47.903595,206.753494,58.918
48.725464,206.753601,59.266
49.552177,206.753693,59.632
50.383755,206.753784,60.011
51.220730,206.753906,60.396
52.062466,206.753998,60.658
52.904705,206.754074,60.583
53.742905,206.754089,60.227
54.574074,206.754089,59.676
55.396492,206.754105,59.000
56.209938,206.754105,58.408
57.016815,206.754105,57.954
57.818657,206.754120,57.643
58.617203,206.754120,57.389
59.410637,206.754120,56.958
60.197762,206.754135,56.548
60.980164,206.754166,56.222
61.758949,206.754166,56.004
62.536263,206.754166,55.955
63.314186,206.754166,56.037
64.094131,206.754181,56.212
64.876305,206.754181,56.318
65.658424,206.754181,56.342
66.441841,206.754181,56.462
67.227608,206.754181,56.659
68.015854,206.754181,56.781
68.803009,206.754181,56.608
69.585419,206.754181,56.197
70.360481,206.754181,55.622
71.127617,206.754181,55.110
71.889122,206.754181,54.719
72.645523,206.754181,54.304
73.394257,206.754181,53.686
74.136734,206.754181,53.334
74.874283,206.754181,52.970
75.600006,206.754181,51.716
76.305611,206.754196,50.346
76.993958,206.754196,49.211
77.669273,206.754196,48.325
78.334709,206.754196,47.688
78.994164,206.754196,47.344
79.651230,206.754196,47.240
80.308517,206.754196,47.310
80.967865,206.754196,47.504
81.630630,206.754196,47.787
82.296959,206.754196,47.996
82.963066,206.754196,47.884
83.624565,206.754181,47.470
84.278130,206.754181,46.845
84.921631,206.754196,46.083
85.553741,206.754196,45.231
86.174667,206.754196,44.488
86.787109,206.754196,43.906
87.392242,206.754196,43.344
